<layer>
-3.32803411314,14.5831682402,0.2
-6.31632250609,13.5578733577,0.2
-7.0,13.1631519912,0.2
-7.0,11.4789791149,0.2
7.0,11.4789791149,0.2
7.0,2.93501607163,0.2
-20.0,2.93501607163,0.2
-20.0,-2.93501607163,0.2
7.0,-2.93501607163,0.2
7.0,-11.4789791149,0.2
-7.0,-11.4882118642,0.2
-7.0,-13.1631521025,0.2
-5.90551808336,-13.7456933054,0.2
-2.918675,-14.672214,0.2
0.204468083363,-14.9574886946,0.2
3.32803411314,-14.5831682402,0.2
6.3163225598,-13.5578734244,0.2
9.04012497309,-11.9131324306,0.2
11.3835811685,-9.69054892085,0.2
12.990381,-7.47897915654,0.2
14.265848,-4.61423404379,0.2
14.917828,-1.54690610979,0.2
14.917828,1.54690610979,0.2
14.1022571685,4.98166507915,0.2
12.8137269731,7.72212247359,0.2
10.9624445598,10.1822674963,0.2
8.62613811314,12.2243006896,0.2
5.90551808336,13.7456933054,0.2
2.918675,14.672214,0.2
-0.204468083363,14.9574886946,0.2
<layer>
-3.118675,14.609151478,0.6
-6.10105,13.6401193392,0.6
-7.0,13.1211099736,0.6
-7.0,11.4369373446,0.6
7.0,11.4369373446,0.6
7.0,2.80504821488,0.6
-20.0,2.80504821488,0.6
-20.0,-2.80504821488,0.6
7.0,-2.80504821488,0.6
7.0,-11.4369373446,0.6
-7.0,-11.4369373446,0.6
-7.0,-13.1211103075,0.6
-6.10105,-13.6401193392,0.6
-3.118675,-14.609151478,0.6
0.0,-14.9369374494,0.6
3.118675,-14.609151478,0.6
6.10105,-13.6401193392,0.6
8.816779,-12.0721923154,0.6
11.147172,-9.97389635052,0.6
12.990381,-7.43693746962,0.6
14.265848,-4.57219213138,0.6
14.917828,-1.41166708952,0.6
14.8032607671,2.00826312894,0.6
14.265848,4.57219213138,0.6
12.990381,7.43693746962,0.6
11.147172,9.97389635052,0.6
8.816779,12.0721923154,0.6
6.10105,13.6401193392,0.6
3.118675,14.609151478,0.6
0.0,14.9369374494,0.6
<layer>
-3.118675,14.5671097966,1.0
-6.10105,13.5980775653,1.0
-7.0,13.0790681342,1.0
-7.0,11.3948955744,1.0
7.0,11.3948955744,1.0
7.0,2.67508035814,1.0
-20.0,2.67508035814,1.0
